,source,cos_sim,target
11613,"- Вот, князь, - сказала Аглая, положив на столик свой альбом, - выберите страницу и напишите мне что-нибудь. ",0.7447734787062945,"Пришла Аглая. — Вот, князь, — сказала Аглая, положив на столик свойальбом, — выберите страницу и напишите мне что-нибудь. — Что же мне написать? "
1236,— велел Эраст Петрович.,0.4289004480275233,"Вы, Эраст Петрович, в карты играете? "
8402,"После этого Кити с невольною улыбкой умиления вспомнила сконфуженность своего мужа, его неоднократные неловкие подходы к занимавшему его делу и как он, наконец, придумав одно-единственное средство, не оскорбив, помочь Долли, предложил Кити отдать ей свою часть именья, о чем она прежде не догадалась.",0.605071923303516,"После этого Кити с улыбкой вспомнила поведение своего мужа, и как он, наконец, придумал единственное решение помочь Долли — пред ложил Кити отдать ей свою часть именья. "
14448,"это все такие хозяйки, что... ",0.8952046631376217,"это всё такие хозяйки, что... "
22485,"Хотя особенного в моей жизни за это время ничего не случилось, но есть все же некоторые факты, которые вас должны заинтересовать... ",0.7114773632383006,"Есть некоторые факты, которые вас должны заинтересовать... "
18587,— «Нет». — «Ха-ха!» ,0.7880834680310016,— «Нет». — «Хаха!» 
22799,"— Что вы читали на этой неделе, пока мы не виделись? ",0.8234910813339427,"— Что вы читали на этой неделе, пока мы не виделись? "
7632,"Меня зовут барон Тузенбах-Кроне-Альтшауер, но я русский, православный, как вы. ",0.9757993527410498,"Меня зовут барон Тузен бах-Кроне-Альтшауер, но я русский, православный, как вы. "
7353,"Горе ее было тем сильнее, что оно было одиноко. ",0.9244543331662208,"Горе её было тем сильнее, что оно было одиноко. "
18278,"Она чувствовала, что боится его и боится предстоящего свидания. ",0.5240264387263606,"Она чувствовала, что боится встречи с мужем. "
11145,"Полтора миллиона, да еще князь, да еще, говорят, идиот в придачу, чего лучше? ",0.7839659578729924,"Полтора миллиона, да ещё князь, да ещё, говорят, что идиот, чего лучше? "
11269,"Прежде он чувствовал, что без этого дела жизнь его будет слишком мрачна. ",0.5940700539299902,"Раньше он чувствовал, что без этого дела жизнь его будет неинтересна. "
2226,"Алексей Александрович ничего особенного и неприличного не нашел в том, что жена его сидела с Вронским у особого стола и о чем-то оживленно разговаривала; но он заметил, что другим в гостиной это показалось чем-то особенным и неприличным, и потому это показалось неприличным и ему. ",0.9524178122927636,"Алексей Александрович ничего особенного и неприличного не нашёл в том, что жена его сидела с Вронским у особого стола и о чём-то оживлённо разговаривала; но он заметил, что другим в гостиной это показалось чем-то особенным и неприличным, и потому это показалось неприличным и ему. "
14370,Ольга (обнимает Ирину). ,0.5126698129558052,Ольга (обнимает обеих сестёр). 
15995,"— Дело не в надежной любви, а в счастье… — С ним я буду счастлива… Состояние у него — слава богу, и не голяк он какой-нибудь, не нищий, а дворянин. ",0.3930478000437444,"Он не нищий, а дворянин. "
1992,"Она вошла к нему в кабинет, чтоб объявить ему свое решение",0.8651554557702773,"Она вошла к нему в кабинет, чтобы объявить ему своё решение"
9551,"Наравне с мужиками, целый день?",0.7832167705981339,"Вместе с мужиками, целый день? "
3560,Ошибку совершил. ,0.692883541367711,Ошибку сделал. 
14140,"Для прохлаждения широко раздвинул ноги, стоя за штурвалом. ",0.943987090521356,"Для  прохлаждения широко раздвинул ноги, стоя за штурвалом. "
4583,"Своими просторами, своим многочисленным, невежественным населением, своей неповоротливой и агрессивной государственной машиной. ",0.4135407232893415,У вас агрессивная государственная машина. 
15061,"— Ирландец, — строго поправил Маклафлин. — Это совсем не одно и то же",0.7223003709006011,"— Ирландец, — поправил её Маклафлин"
2821,Лизавета Прокофьевна прикрыла ее концом своей шали,0.937908387455383,Лизавета Прокофьевна прикрыла её концом своей шали
8018,"— Хорошо бы теперь цыган послушать, — бормочет он, — пошли, Сережа, за коньяком!",0.3344554398865373,Иногда говорит: «Хорошо бы цыган послушать!.. 
5142,"Неси сюда к столу стул, давай карандаши, бумагу… И какой радостью засияли твои глаза!",0.7088446318561477,"Неси сюда к столу стул, давай карандаши, бумагу... "
11680,"И, как бы отвечая на его мысль, священник сказал ему: – Вы собираетесь вступить в брак, и бог, может быть, наградит вас потомством, не так ли? ",0.6152687250254639,"Вы собираетесь вступить в брак, и Бог, может быть, наградит вас детьми, не так ли? "
16370,"Что если бы воротить жизнь, - какая бесконечность! ",0.7798996200297368,"Что если бы вернуть жизнь, — какая бесконечность! "
7749,"Увидать сына на гулянье, узнав, куда и когда он выходит, ей было мало: она так готовилась к этому свиданию, ей столько нужно было сказать ему, ей так хотелось обнимать, целовать его. ",0.9273209602229088,"Увидать сына на прогулке, узнав, куда и когда он выходит, ей было мало: она так готовилась к этому свиданию, ей столько нужно было сказать ему, ей так хотелось обнимать, целовать его. "
9669,"На Стиву, разумеется, нечего рассчитывать. ",0.4343782697286663,"«На Стиву, конечно, нечего надеяться. "
12390,Увидимся ли мы еще когда-нибудь?,0.9010052649531864,Увидимся ли мы ещё когда-нибудь?
9153,— «Да по всему». — «Однако ж?» ,0.4766976710284625,— «Да по всему. 
21049,"Силы мои оставляют меня постепенно, и я чувствую, как выходят из моего тела здоровье и молодость. ",0.3681741717299787,Здоровье и молодость уходят. 
9276,А!.. ,0.5118816711217969,Она была раздражена. — А!.. 
10419,Я одна теряю голову. ,0.3936262527496096,Я одна. 
11533,"Камышев поглядел на меня с удивлением, почти с ужасом, покраснел и сделал шаг назад. ",0.5987485714724999,"Камышев посмотрел на меня с удивлением, почти с ужасом, покраснел, отвернулся, отошёл к окну и засмеялся"
13418,— Почему?,0.3809618405691814,— Почему вы мне всё это рассказываете? 
18366,"Случай действительно редкий, почти невозможный, я соглашаюсь, но… - Папаша, вам обедать накрыли, - возвестила Варвара Ардалионовна, входя в комнату",0.5665072856221748,"— Папаша, вам обедать приготовили, — сказала Варвара Ардалионовна, входя в комнату"
478,Особенно для юных романтиков в период полового созревания.,0.4709877584444771,Особенно для молодых романтиков...
13594,"Привычный жест крестного знамения вызвал в душе ее целый ряд девичьих и детских воспоминаний, и вдруг мрак, покрывавший для нее все, разорвался, и жизнь предстала ей на мгновение со всеми ее светлыми прошедшими радостями. ",0.5088513763655217,Привычное движение вызвало в душе её целый ряд девичьих и детских воспоминаний. 
13658,"Где-то, когда-то, давно-давно тому назад, я прочел одно стихотворение. ",0.804406271263099,"Где-то, когда-то, давно-давно, я прочёл стихотворение. "
11355,Горько!,0.8404040509424073,Горько!» 
18653,Но не останавливаться же на полпути?,0.9777797011507898,Но не останавливаться же на полпути? 
6708,"Вы честнее всех, благороднее всех, лучше всех, добрее всех, умнее всех! ",0.943639034749846,"Вы честнее всех, лучше всех, добрее всех, умнее всех! "
14230,"- Нет, - ответил князь, - нет, не люблю. ",0.6669423774840775,"— Нет, — ответил князь, — не люблю. "
15193,"Интересно, Абдул-Гамид уже переправился на азиатский берег или нет? ",0.532772867600138,"Интересно, султан уже на азиатском берегу или нет? "
17556,"- Нельзя будет; я уверен, что я от страха заговорю, и от страха разобью вазу. ",0.966918044041174,"— Нельзя будет; я уверен, что я от страха заговорю, и от страха разобью вазу. "
6209,"Я вас на руках носил, Аглая Ивановна",0.6142197404654705,Аглая Ивановна
2902,"Намерения своего относительно заграницы Персиков не выполнил, и 20-й год вышел еще хуже 19-го. ",0.7441972667842399,"Намерения своего относительно заграницы Персиков не выполнил, и 20й год вышел ещё хуже 19го. "
9672,"— Нет, Котик любит свою маму. ",0.9049190116841362,"— Нет, Котик любит свою маму. "
11397,Дона Анна!,0.8041568888214313,Дона Анна. 
18476,Гнев проезжего прошел; он согласился ждать лошадей и заказал себе ужин. ,0.6420629837321359,"Проезжий успокоился, согласился ждать лошадей и заказал себе ужин. "
11692,"Дядя Каренин, важный чиновник и когда-то любимец покойного императора, воспитал их.",0.8856927982212597,"Дядя Каренин, важный чиновник и когда-то любимец императора, вос питал их. "
23304,Прощайте!,0.9424128751384696,Прощайте! 
499,Это было уже второе письмо от Марьи Николаевны. ,0.4387619979536499,Это было письмо от Анны. 
5253,Есть и другие. ,0.6801731670465949,Есть и другие. 
13296,"Я не знаю только, что он решит об Сереже.",0.7044448891112647,"Я не знаю только, что он решит о Серёже. "
11173,"То она была как будто влюблена в него, то она становилась холодна, раздражительна и непроницаема. ",0.8395304744241342,"То она была как будто влюблена в него, то становилась холодна и раздражительна. "
14473,"Вся душа у нее дрожала, но воротник ловко вел свою линию",0.4996481785715705,"Вся душа у неё дрожала, но воротник ответил: — Где была? "
9264,"— Граф Зуров еще давеча расписал всю эскападу в сочнейших красках, а сегодня еще и эта статья… — Какая статья? ",0.3857153547646289,— Какая статья? 
13175,— Не Урбенин!,0.4125430938193031,После Урбенина на допрос пришёл граф. 
17499,"А Жилин знал, что его письмо не дойдёт, а другого не писал. ",0.7721974746728463,"А Жилин знал, что его письмо не придёт к матери, и другого не писал. "
13226,"Ничего, я так только… (Идет, отворяет другую дверь и, заглянув в нее, затворяет.) ",0.7564514163917208,"(Идёт, отворяет другую дверь и, заглянув в неё, затворяет.) "
17909,"Если я уеду от него, он в глубине души будет рад».",0.8520053855448312,"Если я уеду от него, он в глубине души будет рад. "
13050,Князь ушел из гостиной и затворился в своей комнате. ,0.4543761147300808,IX  Князь уединился в своей комнате. 
9138,"Утешать Кити тем, что я несчастна, подчиняться ее покровительству? ",0.6735575983171749,"Утешать Кити тем, что я несчастна? "
16472,"Помощь и утешение вы найдете не во мне, но я все-таки приехала только затем, чтобы помочь вам, если могу. ",0.8431495670049216,"Помощь и утешение вы найдёте не во мне, но я всё-таки приехала, чтобы помочь вам, если могу. "
19005,В пять часов скрип отворенной двери разбудил его. ,0.6042814027159243,В пять часов звук открытой двери разбудил его. 
15741,Выходило еще голландское семейство эквилибристов. ,0.5105182892550706,Потом вышла семья эквилибристов. 
12362,"– Передайте вашей жене, что я люблю ее, как прежде, и что если она не может простить мне мое положение, то я желаю ей никогда не прощать меня. ",0.7250454986736129,"— Прощайте, — сказала она, удерживая его за руку и глядя ему в глаза. — Передайте вашей жене, что я люблю её, как преж де, и что если она не может простить мне моё положение, то я желаю ей никогда не прощать меня. "
5454,— полюбопытствовал Лукан. — Оказалась жена паши?,0.3350163770771609,— Это была жена паши? 
22145,"Наконец она перестала, отерла слезы, и мы снова пошли. ",0.7196518371434025,"Наконец она перестала плакать, и мы снова пошли. "
1290,"Когда он оглянулся, она тоже повернула голову. ",0.930515167062802,"Он оглянулся, она тоже повернула голову. "
11109,У вас слезы на глазах. ,0.7465832926399538,У вас слёзы на глазах. 
4885,"Княгиня же, со свойственною женщинам привычкой обходить вопрос, говорила, что Кити слишком молода, что Левин ничем не показывает, что имеет серьезные намерения, что Кити не имеет к нему привязанности, и другие доводы; но не говорила главного, того, что она ждет лучшей партии для дочери, и что Левин несимпатичен ей, и что она не понимает его. ",0.7122474570583942,"Княгиня же говорила, что Кити слишком молода, что Левин ничем не показывает, что имеет серьёзные намерения; но не говорила главного, того, что она ждёт лучшего жениха для дочери, и что Левин несимпатичен ей. "
5497,"– Мне совершенно все равно, что думает твоя мать и как она хочет женить тебя, – сказала она, дрожащею рукой ставя чашку",0.5736940910997842,"— Здесь ты можешь быть совершенно спокоен, — сказала она и, отвернувшись от него, стала пить кофе. — Мне всё равно, что думает твоя мать и как она хочет женить тебя, — продолжала она, дрожащею рукой ставя чашку. — Женшина, которая не поняла сердцем, в чём счастье и честь её сына, у той нет сердца"
22482,"Но я, как человек верующий, не могу в таком важном деле поступить противно христианскому закону",0.8696235004138533,"Я, как человек верующий, не могу в таком важном деле поступить против христианского закона"
5779,"Пред ним сидела совершенно другая женщина, нисколько не похожая на ту, которую он знал доселе и оставил всего только в июле месяце в сельце ""Отрадном"".",0.5313179114667048,"Тот изумился: перед ним была совершенно другая женщина, нисколько не похожая на ту, которую он знал."
8831,"на, вот он.",0.9366216366274116,"на, вот он. "
6994,"Если рассмотреть фотографии Эллочки Щукиной, висящие над постелью ее мужа, инженера Эрнеста Павловича Щукина (одна — анфас, другая — в профиль), то не трудно заметить лоб приятной высоты и выпуклости, большие влажные глаза, милейший в Московской губернии носик и подбородок с маленьким, нарисованным тушью пятнышком.",0.8510782617648526,"Если рассмотреть фотографии Эллочки Щукиной, висящие над постелью её мужа, инженера Эрнеста Павловича Щукина (одна — анфас, другая — в профиль), то нетрудно заметить лоб приятной высоты, большие глаза и милейший в Московской губернии носик. "
10623,— Я не чувствую себя способным сделать ее счастие,0.4682108629001689,"— Я не чувствую, что я могу сделать её счастье"
13845,"Она знает это и не просит тебя; она прямо говорит, что она ничего не смеет просить. ",0.6028228826984885,Она знает это и ничего не может просить. 
13219,"— воскликнул долго сдерживавшийся Ипполит Матвеевич. — Мы, мы. ",0.8155479209627866,"— воскликнул Ипполит Матвеевич. — Мы, мы. "
367,"Предположите, наконец, тысячу вероятностей: ну, его не было дома, когда пришло письмо, и он, может быть, его и до сих пор не читал? ",0.5775487846423908,"Наконец его могло и не быть дома, когда пришло письмо, и он, может быть, его и ещё не читал? "
21742,"Сверх того, отъезд был ей приятен еще и потому, что она мечтала залучить к себе в деревню сестру Кити, которая должна была возвратиться из-за границы в середине лета, и ей предписано было купанье. ",0.637401915477836,"Дарья же Александровна мечтала пригласить к себе в деревню сестру Кити, которая должна была возвратиться из-за границы в середине лета. "
1663,"Ох, Настенька, Настенька! ",0.9272989428323826,"— Ох, Настенька, Настенька! "
24146,"— Такое, что чуднее и выдумать нельзя… — выговорил он. — Вчера я вспомнил, какой на том барине галстух был, а нынче ночью задумался и самое лицо вспомнил",0.4163854425126985,"— сказал Сергей. — Вчера я вспомнил, какой галстук был на том человеке, а сегодня ночью вспомнил его лицо. — Так кто же это был? "
12181,Русская и французская речь явно заглушали румынскую. ,0.4394712023297145,"И ещё: русской и французской речи было больше, чем румынской. "
5842,"Разумеется, вы совершенно свободны и ни к какому сотрудничеству я вас принуждать не собираюсь",0.4063411698902657,Вы совершенно свободны. 
2605,"Il parait, que mon Бобик dеjа ne dort pas, проснулся. ",0.8305998575034192,"Il parait, que mon Бобик deja ne dort pas, проснулся. "
13979,"— перебила Настенька, — что ж из этого? ",0.904857036466997,"— перебила Настенька, — что ж из этого? "
14974,"Каролина Егоровна уже сходила с дворцовой лестницы и стояла за колонною, ожидая, пока подадут карету, Сергей Ильич уже заговорил о колонне, уже хотел сказать, что имел счастие видеть ее там, проезжая в эту минуту по площади на своей английской лошади, как Петр Петрович невзначай схватил эту колонну обеими руками и пустился рассуждать об архитектуре - перестроивать все дворцы и домы, протягивать фронтоны во всю длину зданий, воздвигать арки в готическом стиле и восхищаться сладострастною формою куполов у афинян в лучшие времена греческого вкуса. ",0.8694091474184197,"Каролина Егоровна уже сходила с дворцовой лестницы и стояла за колонной, ожидая, пока подадут карету, Сергей Ильич уже заговорил о колонне, уже хотел сказать, что видел её там, проезжая в эту минуту по площади на своей английской лошади, как Пётр Петрович схватил эту колонну обеими руками и начал рассуждать об архитектуре — перестраивать все дворцы и дома, протягивать фронтоны во всю длину зданий, воздвигать арки в готическом стиле и восхищаться формой куполов у афинян. "
871,Князь протянул старшему офицеру руку. ,0.4956853279203371,Князь подавал руку офицерам. 
9687,"Хотя я не интересуюсь: дети меня кормят шоколадом, котлетками и чем только хотите. ",0.8385285979173897,"Хотя мне это не интересно: дети меня кормят шоколадом, котлетками и чем только хотите. "
15544,"– Она очень милая, очень, очень жалкая, хорошая женщина, – говорил он, рассказывая про Анну, ее занятия и про то, что она велела сказать",0.7278799207784645,"— Она очень милая, очень жалкая, хорошая женщина, — говорил он, рассказывая про Анну и про то, что она просила передать Кити"
2524,Почему лошадь не дает столько молока? ,0.8675157738877765,Почему лошадь не даёт столько молока? 
17460,"Пришедшая предложить свои услуги франтиха-горничная, в прическе и платье моднее, чем у Долли, была такая же новая и дорогая, как и вся комната. ",0.6852964905600226,"Горничная, которая пришла предложить свою помощь, в причёске и платье моднее, чем у Долли, была такая же новая и дорогая, как и вся комната. "
14429,"Иногда ведь хочется друга подле; и мне видно друга захотелось… - помолчав, прибавил князь",0.4301800657662908,"Мне, видно, друга захотелось"
10963,"И по одному этому взгляду невольно просиявших глаз ее Левин понял, что она любила этого человека, понял так же верно, как если б она сказала ему это словами. ",0.4808510159617526,"И по глазам её Левин понял, что она любила этого человека. "
17304,Судимостей за этот год много?,0.9795190389940652,Судимостей за этот год много? 
7111,"- действительно удивился, наконец, Рогожин; - тьфу чорт, да ведь он и впрямь знает",0.5594842158974541,"— действительно удивился, наконец, Рогожин. — Тьфу, чёрт, да ведь он и правда знает"
8039,"Простите, пожалуста. ",0.6553940247747287,"Простите, пожалуйста"
21242,"Она как будто что-то хотела и не решалась сказать ему и, тоже как бы предчувствуя, что их отношения не могут продолжаться, чего-то ожидала от него.",0.5383555669997735,Она как будто тоже чего-то ожидала от него. 
5434,— Глупости какие! ,0.3473956056004518,— Какие глупости! 
1791,"Хотя Рогожин и говорил, что он уехал тихонько, но его уже поджидали несколько человек. ",0.97758250748294,"Хотя Рогожин и говорил, что он уехал тихонько, но его уже поджидали несколько человек"
13542,Это будет отчен интэрэсно для моих тчитатэлэй.,0.3161828574930019,Это будет очень интересно для моих читателей
13832,Пойдем посмотрим.,0.7218454715022428,Пойдём посмотрим. 
6387,Наряжусь я крестьянкою!,0.4356699891357629,Одену-сь я крестьянкой!
20359,"Дав дорогу входившей даме, Вронский подошел к княгине и потом к Кити.",0.4943857575439601,Вронский подошёл к Кити. 
6699,опять на zero! ,0.5339858733456887,Опять на zero! 
6043,"Я лукавлю: делаю вид, что я равнодушен. ",0.7103153313305307,"Я делаю вид, что я равнодушен. "
7618,"— Продолжаю: есть, друг мой Настенька, в моем дне один час, который я чрезвычайно люблю. ",0.7736493475095586,"— Продолжаю: есть, друг мой Настенька, в моём дне один час, который я очень люблю. "
6577,"Левин слушал молча, и, несмотря на все усилия, которые он делал над собой, он никак не мог перенестись в душу своего приятеля и понять его чувства и прелести изучения таких женщин.",0.6976393544749915,"Левин слушал рассказы приятеля молча, и, несмотря на все усилия, которые делал над собой, никак не мог понять друга и его чувства"
41,Все равно ничего не поможет,0.7758979908854418,Всё равно ничего не поможет
9236,Так дело шло все хуже и хуже.,0.8954693818507852,Так дело шло всё хуже и хуже. 
816,"Он не сумел приготовить свое лицо к тому положению, в которое он становился перед женой после открытия его вины. ",0.5476971416523871,Он не сумел приготовить своё лицо к этому положению. 
1861,"Князь слышал весь этот разговор, сидя в уголке за своею каллиграфскою пробой. ",0.5042232220992282,Князь слышал весь этот разговор. 
8914,"Пришлет, когда рак свистнет. — А я думал, что он мне живую лошадку подарит, — поднял голову Петя",0.8365353076592574,"— А я думал, что он мне живую лошадку подарит, — поднял голову Петя"
17939,"Дон Гуан Я не Диего, я Гуан.",0.8375819270335239,"Я не Диего, я Гуан. "
13632,"Глаза ее сверкнули взрывом досады, когда она его увидала; она быстро прошла в прихожую, столкнув его с дороги плечом, и гневливо сказала, сбрасывая с себя шубу: - Если лень колокольчик поправить, так по крайней мере в прихожей бы сидел, когда стучатся. ",0.653185392408009,"Она быстро прошла в прихожую, толкнула его с дороги плечом, и зло сказала: — Если лень колокольчик поправить, так в прихожей бы сидел, когда стучатся. "
9288,"Проходя по гостиной, она услыхала, что у подъезда остановился экипаж, и, выглянув в окно, увидала карету, из которой высовывалась молодая девушка в лиловой шляпке, что-то приказывая звонившему лакею. ",0.7379794027445976,"Проходя по гостиной, она услыхала, что у подъезда остановилась карета, и, выглянув в окно, увидала эту карету, в которой сидела молодая девушка в лиловой шляпке. "
4446,"Теперь я вас знаю, совсем, всего знаю. ",0.5094988260042125,Теперь это я знаю.
23693,— Молчать! ,0.3387105023921542,— Молодцы! 
8526,"Одним словом, люблю Вершинина… Ольга (идет к себе за ширмы). ",0.6931591149819682,Ольга (идёт к себе за ширмы). 
542,"— У вас очень много шипящих букв, — сказал вдруг один из них. — У нас язык для произношения очень легкий. ",0.8517599191134201,"— У вас много шипящих букв, — сказал вдруг один из них. — У нас язык для произношения очень лёгкий, а у вас все свистят и шипят"
11669,"Сам Каренин был по петербургской привычке на обеде с дамами во фраке и белом галстуке, и Степан Аркадьич по его лицу понял, что он приехал, только чтоб исполнить данное слово, и, присутствуя в этом обществе, совершал тяжелый долг. ",0.8632381922584886,"Сам Каренин был по петербургской привычке на обеде с дамами во фраке и белом галстуке, и Степан Аркадьич по его лицу понял, что он приехал, только чтоб выполнить данное слово, и присутствовать в этом обществе было для него тяжело. "
19842,*** Приехали. ,0.5941929297532116,Приехали. 
13975,"- досадливо проговорила Белоконская: - человек ты добрый, да смешной: два гроша тебе дадут, а ты благодаришь точно жизнь спасли. ",0.6740459321822219,"Человек ты добрый, да смешной: две копейки тебе дадут, а ты благодаришь, точно жизнь спасли"
16345,"— Дни теперь стали прибавляться, — говорит наконец она, смотря в окно",0.8872321928226549,"— Дни теперь стали прибавляться, — говорит наконец она"
6605,Однако непонятен мотив убийства,0.4542534854698103,Но здесь непонятна причина убийства. 
9000,"Деревья, вот даже старые, молодеют каждую весну. ",0.9574711566554452,"Деревья, даже старые, молодеют каждую весну. "
3100,"- То правда, что я за Гаврилу Ардалионовича замуж иду! ",0.6885786387761119,"Перед ними стояла Лизавета Прокофьевна. — Правда, что я за Гаврилу Ардалионовича замуж иду! "
20099,"- Кажется, я очень хорошо вас понимаю, Лукьян Тимофеевич: вы меня, наверно, не ждали. ",0.4539822801013341,"— Я вас понимаю: вы меня, наверно, не ждали. "
6405,"Мы будем позволять или запрещать им жить с их женами и любовницами, иметь или не иметь детей — всё судя по их послушанию — и они будут нам покоряться с весельем и радостью. ",0.825669543364494,"Мы будем позволять или запрещать им жить с их жёнами, иметь или не иметь детей — и они будут нам покоряться с весельем и радостью. "
7769,"Акционерное общество „Мистер Джеб энд компани“ объявляет, что 25 декабря сего года в первый раз свистнет рак, и исполнится самое горячее желание каждого из ста человек (1 %). ",0.8281555483382934,"Акционерное общество «Мистер Джеб энд компани» объявляет, что 25-го декабря сего года в первый раз свистнет рак и исполнится самое горячее желание каждого из ста человек (1 %). "
17157,"Троих первых повели к столбам, привязали, надели на них смертный костюм (белые, длинные балахоны), а на глаза надвинули им белые колпаки, чтобы не видно было ружей; затем против каждого столба выстроилась команда из нескольких человек солдат. ",0.5178848077119863,Против каждого столба выстроилась команда из нескольких солдат. 
10162,"Народ плачет и целует землю, по которой идет он. ",0.7683971293048197,"Народ целует землю, по которой идёт он. "
13590,Могу я надеяться?,0.9618448406596786,Могу я надеяться? 
13257,"Я поехала бы, если бы можно было достать ложу",0.6403921218908932,"— Я поехала бы, если бы можно было достать ложу. — Я могу достать. — Я бы очень была вам благодарна, — сказала Анна. "
5368,"- Рогожин и сто тысяч, сомнения нет, - пробормотал про себя Птицын.",0.6079394992644419,"— Рогожин и сто тысяч, сомнения нет, — пробормотал Ганя."
21718,А русскую литературу вы читали? ,0.8910870306938152,Русскую литературу вы читали? 
7025,"Пава стал в позу, поднял вверх руку и проговорил трагическим тоном: — Умри, несчастная!",0.8458085005269478,"Пава встал в позу, поднял вверх руку и проговорил тра гическим тоном: — Умри, несчастная! "
15185,"Твои, королева!",0.9716646609457332,"Твои, королева! "
17396,"– сказал он спокойно, не желая видеть и понимать мрачного и торжественного выражения ее лица.",0.6662557516682426,"— сказал он спокойно, не же лая видеть и понимать сердитого выражения её лица."
14521,— Эраст Петрович! ,0.3346374761088718,"Варя посмотрела на Эраста Петровича, и поняла, что он сильно устал"
21672,"Звезда у меня яркая, а судьба особенная. ",0.3687530824317357,Очень яркая. 
2707,Я прошелся из угла в угол. ,0.6214674069764392,Я ходил по комнате из угла в угол. 
11572,"— Вы не видали меня, а я видел вас, — сказал Левин, сияя улыбкой счастья. — Я видел вас, когда вы с железной дороги ехали в Ергушово",0.5729278702829673,"— Вы не видели меня, а я видел вас, — сказал Левин, улыбаясь от счастья"
12121,"Он стал резать пространство кривыми линиями, ломаными и причудливыми, неожиданными и прекрасными, как полет ночной птицы, опьяненной лунным сиянием: вверх и вниз, назад и вперед, круто вбок — до ужаса влево и вниз. ",0.6711940699759227,"Он стал резать пространство кривыми линиями, неожиданными и прекрасными, как полёт ночной птицы: вверх и вниз, назад и вперёд. "
6446,- Идемте же! ,0.3831981598274364,— Идёмте же! 
729,"Стало Филипку скучно одному, бабушка заснула, а он стал искать шапку. ",0.5167770952487327,Он начал искать шапку. 
2059,– Сердится? ,0.6708686529280327,— Сердится? 
13419,Нет! ,0.8331307858767046,— Нет! 
22994,Я про дачу: зачем не к нам переехал? ,0.6432786442273547,Зачем не к нам переехал?
6928,Словарь Вильяма Шекспира по подсчету исследователей составляет 12 000 слов. ,0.9205426850502192,"Словарь Вильяма Шекспира, по подсчёту исследователей, составляет 12 000 слов. "
7866,"Видимо, присылают из редакции по телеграфу. ",0.4215253250435316,«Присылают по теле графу!» 
